S#,Date,Islamic Date,Blast Day Type,Blast Day Type clean,Holiday Type,Holiday Type clean,Time,City,Latitude,Longitude,Province,Location,Location Category,Location Category helper,Location Sensitivity,Location Sensitivity helper,Open/Closed Space,Influencing Event/Event,Target Type,Targeted Sect if any,Killed Min,Killed Max,Injured Min,Injured Max,No. of Suicide Blasts,Explosive Weight (max),Hospital Names,Temperature(C),Temperature(F),Year,Hour of Attack,AM / PM
341,Monday-January 30-2012,,Working Day,Working Day,,,4:00:00 PM,Peshawar,34.0043,71.5448,KPK,Pakha Ghullam area,Residence,RESIDENCE,Low,LOW,Open,,Anti-Militants,None,3,4,7,8,1,3kg,Lady Reading Hospital,11.325,52.385,2012,4,PM
342,Friday-February 17-2012,,Working Day,Working Day,,,2:00:00 PM,Kuram Agency ,32.9746,70.1456,FATA,Parachinar Outside Shia Mousque,Market,MARKET,Low,LOW,Open,,Civilian,Shiite,21,28,,36,1,NA,Agency Headquarter Hospital,0.04,32.072,2012,2,PM
343,Thursday-February 16-2012,,Working Day,Working Day,,,,Upper Dir,35.1977,71.8749,FATA,Dir Town in Northwestren Districk of Upperdir near Afghan Boarder,Market,MARKET,Low,LOW,Open,,Civilian,None,1,1,3,3,1,NA,,4.985,40.973,2012,,
344,Friday-February 24-2012,,Working Day,Working Day,,,,Peshawar,34.0043,71.5448,KPK,C-Division Police Station (Kotwali police Stataion),Police,POLICE,High,HIGH,Closed,,Police,None,0,4,,6,3,NA,,9.905,49.829,2012,,
345,Saturday-March 3-2012,,Holiday,Holiday,Weekend,Weekend,,Peshawar,34.0043,71.5448,KPK,Shabqadar town 35KM northeast of Peshawar,Mobile,MOBILE,High,HIGH,Open,,Government Official,None,0,1,,6,1,6kg,Lady Reading Hospital (LRH),16.955,62.519,2012,,
346,Sunday-March 4-2012,,Holiday,Holiday,Weekend,Weekend,,D.I Khan,31.8238,70.9095,KPK,Police patrol in main market area of D.I Khan KPK,Mobile,MOBILE,Low,LOW,Open,,Police,None,,0,,3,1,NA,District Headquarters Hospital,15.735,60.323,2012,,
347,Sunday-March 11-2012,,Holiday,Holiday,Weekend,Weekend,,Peshawar,34.0043,71.5448,KPK,Badaber Area 15Km from Peshawer,Park/Ground,PARK/GROUND,Low,LOW,Open,,Government Official,None,14,15,30,33,1,6Kg,Lady Reading Hospital (LRH),13.33,55.994,2012,,
348,Thursday-March 15-2012,,Working Day,Working Day,,,,Peshawar,34.0043,71.5448,KPK,Pishtakhara Square-Close to Bara-Khayber Aagency,Police,POLICE,Low,LOW,Open,,Police,None,1,1,2,5,1,6kg,Hayatabad Medical Hospital-Khyber Teaching Hospital,15.75,60.35,2012,,
349,Friday-March 23-2012,,Working Day,Working Day,,,,Khyber Agency,34.0211,71.2874,KPK,Akkakhel area of Bara in Khyber Agency,Religious,RELIGIOUS,Low,LOW,Open,,Anti-Militants,None,5,13,9,10,1,NA,,19.65,67.37,2012,,
350,Thursday-April 5-2012,,Working Day,Working Day,,,7:56:00 PM,Karachi,24.9918,66.9911,Sindh,Garision Area of Malir,Mobile,MOBILE,Low,LOW,Open,,Police,None,4,7,12,14,1,NA,,31.345,88.421,2012,7,PM
351,Friday-May 4-2012,,Working Day,Working Day,,,7:45:00 AM,Bajaur Agency,34.8718,71.5249,FATA,security checkpoint in the middle of Khar Bazaar ,Market,MARKET,Low,LOW,Open,,Police,None,24,26,40,75,1,N/A,Agency Headquarters Hospital (AHH)-Lady Reading Hospital (LRH)-,24.58,76.244,2012,7,AM
352,Tuesday-June 12-2012,,Working Day,Working Day,,,,Peshawar,34.0043,71.5448,KPK,Bazidkhel Village-Badhaber Area,Mobile,MOBILE,Low,LOW,Open,,Anti-Militants,None,2,3,,5,1,8Kg,Lady Reading Hospital (LRH),30.605,87.089,2012,,
353,Thursday-June 28-2012,,Working Day,Working Day,,,,Quetta,30.2095,67.0182,Baluchistan,Hazar Ganji Area,Mobile,MOBILE,Low,LOW,Open,,Religious,Shiite,13,14,20,30,1,50kg,Civil hospital-Bolan Medical Complex-CMH,28.455,83.219,2012,,
354,Monday-July 16-2012,,Working Day,Working Day,,,9:30AM,Bannu,32.935,70.6688,KPK,Old City Police Station,Police,POLICE,High,HIGH,Closed,,Police,None,2,7,2,8,1,NA,District Hospital Bannu,24.555,76.199,2012,9,AM
355,Monday-September 3-2012,,Working Day,Working Day,,,,Peshawar,34.0043,71.5448,KPK,Abdara Road,foreign,FOREIGN,Low,LOW,Open,,Foreigner,None,0,2,18,21,1,100-110kg,Khyber Teaching Hospital-American Club,29.015,84.227,2012,,
356,Monday-September 10-2012,,Working Day,Working Day,,,2:40pm,Kuram Agency ,32.9746,70.1456,FATA,Kashmir Chowk-Parachinar,Market,MARKET,Low,LOW,Open,,Civilian,None,14,15,40,80,1,NA,,19.935,67.883,2012,2,PM
357,Saturday-October 13-2012,,Holiday,Holiday,Weekend,Weekend,10:35am,Dara Adam khel,33.6854,71.5131,KPK,Darra Bazar-Near Headquarters of Pro-Ggovernment Peac Body,Market,MARKET,Medium,MEDIUM,Open,,Anti-Militants,None,13,20,39,41,1,30kg,Lady Reading Hospital,23.495,74.291,2012,10,AM
358,Sunday-November 4-2012,,Holiday,Holiday,Weekend,Weekend,2:00 PM / 2:30 PM,Buner,34.3943,72.6151,KPK,Near District Headquarters Hospital in Daggar Area,Mobile,MOBILE,Low,LOW,Open,,Anti-Militants,None,5,6,7,10,1,,District Headquarters Hospital ,19.195,66.551,2012,2,PM
359,Wednesday-November 7-2012,,Working Day,Working Day,,,,Peshawar,34.0043,71.5448,KPK,Near Khan Razzaq Police Station-Qissa Khawani Bazaar,Mobile,MOBILE,High,HIGH,Open,,Police,None,6,8,28,37,1,7kg-8kg,Lady Reading Hospital,19.825,67.685,2012,,
360,Thursday-November 8-2012,,Working Day,Working Day,,,6:55am,Karachi,24.9918,66.9911,Sindh,Sachal Rangers' Headquarters-North Nazimabad Block B Area,Military,MILITARY,High,HIGH,Open,,Military,None,0,3,18,23,1,100kg-150kg,Abbasi Shaheed Hospital-Sindh Rangers Hospital-PNS Shifa Hospital,25.995,78.791,2012,6,AM
361,Monday-November 19-2012,,Working Day,Working Day,,,,Mohmand Agency ,32.9746,70.1456,FATA,Ghaiba Khwar Area of Haleemzai Tehsil,Mobile,MOBILE,Low,LOW,Open,,Government Official,None,0,0,3,4,1,NA,Ghallanai Headquarter Hospital,7.52,45.536,2012,,
362,Wednesday-November 21-2012,,Working Day,Working Day,,,6:15pm,Karachi,24.9918,66.9911,Sindh,Orangi Town Sec-5E-Near Haider-e-Qarrar Imambargah,Religious,RELIGIOUS,High,HIGH,Open,Muharram Procession,Religious,Shiite,3,4,4,7,1,4kg-5kg,Qatar Hospital-Abbasi Shaheed Hospital,22.22,71.996,2012,6,PM
363,Wednesday-November 21-2012,,Working Day,Working Day,,,,Rawalpindi,33.6058,73.0437,Punjab,Imambargah Qasar-e-Shabbir in Dhok Syedan-Misrial Road,Religious,RELIGIOUS,High,HIGH,Open,Muharram Procession,Religious,Shiite,12,20,25,40,1,NA,DHQ-Combined Military-Benazir Bhutto Hospital,16.795,62.231,2012,,
364,Sunday-November 25-2012,,Holiday,Holiday,Ashura,Public Holiday,,D.I Khan,31.8238,70.9095,KPK,Commissionary Bazaar-Choglia Area,Market,MARKET,High,HIGH,Open,Muharram Procession,religious,Shiite,5,6,70,80,1,12kg,District Headquarter Teaching Hospital-Combined Military Hospital,12.21,53.978,2012,,
365,Thursday-November 29-2012,,Working Day,Working Day,,,NA,South Waziristan,32.3202,69.8597,FATA,Rustam Bazaar,Mobile,MOBILE,Low,LOW,Open,,Anti-Militants,None,5,8,10,18,1,,Tehsil Headquarter Hospital Wana,3.895,39.011,2012,,
366,Tuesday-December 4-2012,,Working Day,Working Day,,,,Peshawar,34.0043,71.5448,KPK,Haved Police Station Bannu,Police,POLICE,High,HIGH,Open,,Police,None,,,6,10,1,600kg-800kg,DHQ Hospital Bannu,15.435,59.783,2012,,
367,Wednesday-December 5-2012,,Working Day,Working Day,,,6:30AM,South waziristan,32.3202,69.8597,FATA,Zaree Noor Camp-Angoor Adda Rd,Military,MILITARY,High,HIGH,Open,,Military,None,2,3,20,25,1,,First Treatment Hospital,7.1,44.78,2012,6,AM
368,Saturday-December 22-2012,,Holiday,Holiday,Weekend,Weekend,,Peshawar,34.0043,71.5448,KPK,Dhaki Nalbandi Area-Qissa Khwani Bazar,Residence,RESIDENCE,High,HIGH,Closed,,Government Official,None,,9,17,20,1,4kg-6kg,Lady Reading Hospital,15.065,59.117,2012,,
369,Thursday-January 10-2013,,Working Day,Working Day,,,,Quetta,30.2095,67.0182,Baluchistan,Two suicide bombers blew themselves up at a crowded snooker club on Alamdar Road,Market,MARKET,High,HIGH,Closed,,Civilian,Shiite,51,93,116,121,2,,Civil Hospital and the Combined Military Hospital-Quetta,9.06,48.308,2013,,
370,Friday-February 1-2013,,Working Day,Working Day,,,Friday prayer time,Hangu,33.5351,71.0713,KPK,Masjid Faizullah and Masjid Purdil near Marketplace,Religious,RELIGIOUS,High,HIGH,Open,Possibley anti-taliban Sunni Council,Civilian,Sunni,24,27,40,50,1,,DHQ-Kohat,10.79,51.422,2013,,
371,Thursday-February 14-2013,,Working Day,Working Day,,,,Hangu,33.5351,71.0713,KPK,Security checkpost located in Tal area of Hangu ,Military,MILITARY,High,HIGH,Open,FC check post,Military,None,7,,8,23,1,,,12.12,53.816,2013,,
372,Thursday-February 14-2013,,Working Day,Working Day,,,,Bannu,32.935,70.6688,KPK,Maryan police station in Frontier Region Bannu,Police,POLICE,High,HIGH,Open,TTP avenged killing of their fighters in custody and bodies thrown in Miramshah,Police,None,0,0,1,,4,,,8.31,46.958,2013,,
373,Saturday-February 16-2013,,Working Day,Working Day,Weekend,Weekend,6:00pm,Quetta,30.2095,67.0182,Baluchistan,Kirani Road near Hazara Town,Market,MARKET,Medium,MEDIUM,Open,,Civilian,Shiite,64,84,180,200,1,1000kg,Civil Hospital and the Combined Military Hospital,5.49,41.882,2013,6,PM
374,Monday-February 18-2013,,Working Day,Working Day,,,,Peshawar,34.0043,71.5448,KPK,Khyber Agency's Political Agent Office in Peshawar,Office Building,OFFICE BUILDING,High,HIGH,Closed,,Government Official,None,5,,7,,2,6kg,Lady Reading Hospital,15.55,59.99,2013,,
375,Monday-March 18-2013,,Working Day,Working Day,,,12:10pm,Peshawar,34.0043,71.5448,KPK,Judicial Complex loacated on Khyber Road,Office Building,OFFICE BUILDING,High,HIGH,open,Court Proceeding,Government Official,None,2,4,22,47,2,6kg,Lady Reading Hospital,18.725,65.705,2013,12,PM
376,Saturday-March 23-2013,,Holiday,Holiday,Pakistan Day,Public Holiday,,North waziristan,32.9746,70.1456,FATA,Security Checkpost near Miramshah,Military,MILITARY,High,HIGH,Open,Tochi Scouts Check Post Building,Military,None,8,22,20,35,1,,,6.44,43.592,2013,,
377,Friday-March 29-2013,,Working Day,Working Day,,,,Peshawar,34.0043,71.5448,KPK,Near security check post Saddar Cantt area of Peshawar,Market,MARKET,High,HIGH,Open,FC convoy,Military,None,5,12,11,35,,,Lady Reading Hospital,21.525,70.745,2013,,
378,Tuesday-April 16-2013,,Working Day,Working Day,,,,Peshawar,34.0043,71.5448,KPK,The bomb blast took place in Yakatoot in Kotwali Abid Khan,Market,MARKET,High,HIGH,Open,Election campain gathering of a Secular Party,Civilian,None,16,18,49,60,1,6kg,Lady Reading Hospital,22.805,73.049,2013,,
379,Tuesday-April 16-2013,,Working Day,Working Day,,,5:30pm,North waziristan,32.9746,70.1456,FATA,Near Dirdhoni Check Post,Military,MILITARY,High,HIGH,Open,Military Convoy,Military,None,7,9,8,18,1,,Military Hospital Miranshah,16.9,62.42,2013,5,PM
380,Saturday-April 20-2013,,Working Day,Working Day,,,,Bajaur Agency,34.8718,71.5249,FATA,Outside Headquarter Hospital,Office Building,OFFICE BUILDING,High,HIGH,Open,,Civilian,None,4,4,4,4,1,#N/A,Headquarter Hospital Bajour Agency,18.81,65.858,2013,,
381,Tuesday-April 23-2013,,Working Day,Working Day,,,,Quetta,30.2095,67.0182,Baluchistan,Paramilitary check post near the Shiite neighbourhood,Residence,RESIDENCE,High,HIGH,Open,Secratian,Civilian,Shiite,6,6,37,40,1,,,17.65,63.77,2013,,
382,Monday-April 29-2013,,Working Day,Working Day,,,,Peshawar,34.0043,71.5448,KPK,Jehangir Abad neighbourhood on Arbab Road,Market,MARKET,High,HIGH,Open,,civilian,None,8,10,30,45,,6kg,Khyber Teaching Hospital,23.69,74.642,2013,,
383,Wednesday-May 1-2013,,Holiday,Holiday,Labour Day,Public Holiday,,Shikarpur,28,68.6667,Sindh,Southern Shikarpur district of Sindh province-some 400 kilometres (250 miles) northeast of Karachi,Mobile,MOBILE,Low,LOW,Open,Parliamentary Candidate from National People's Party in Sindh,civilian,None,1,1,2,2,,,,30.715,87.287,2013,,
384,Tuesday-May 7-2013,,Working Day,Working Day,,,,Hangu,33.5351,71.0713,KPK,Near Market in the town of Doaba,Market,MARKET,High,HIGH,Open,KP 43 Election Candidate Syed Janan of JUIF,Civilian,None,12,12,35,40,,,,25.335,77.603,2013,,
385,Wednesday-May 8-2013,,Working Day,Working Day,,,5:30am,Bannu,32.935,70.6688,KPK,Domail Police station Bannu,Police,POLICE,High,HIGH,Open,Bannu Police,Police,None,2,3,23,27,,,Government Hospital Bannu,20.715,69.287,2013,5,AM
386,Saturday-May 11-2013,,Holiday,Holiday,General Elections,Public Holiday,Evening,Karachi,24.9918,66.9911,Sindh,Manghopir,Military,MILITARY,Medium,MEDIUM,Open,,Military,,2,2,3,5,,,,30.64,87.152,2013,,
387,Sunday-May 12-2013,,Holiday,Holiday,Weekend,Weekend,Evening,Quetta,30.2095,67.0182,Baluchistan,Residence IG Police province of Balochistan,Police,POLICE,High,HIGH,Open,,Police,None,6,7,45,68,,,Civil Hospital,23.635,74.543,2013,,
388,Friday-May 24-2013,,Working Day,Working Day,,,Noon,Peshawar,34.0043,71.5448,KPK,Outside Jamia Uloom al-Islamia Peshawar,Religious,RELIGIOUS,High,HIGH,Open,Afghan Religious Leader Haji Hidayatullah,religious,None,3,3,2,2,,6kg,,34.725,94.505,2013,,
389,Monday-June 3-2013,,Working Day,Working Day,,,,North waziristan,32.9746,70.1456,FATA,Razmak town 20kms to the north of Miramshah,Military,MILITARY,High,HIGH,Open,Security Checkpost,Military,None,,,2,2,,,,21.715,71.087,2013,,
390,Saturday-June 15-2013,,Working Day,Working Day,,,Noon,Quetta,30.2095,67.0182,Baluchistan,Parking of Sardar Bahadur Khan University-Quetta,Educational,EDUCATIONAL,Low,LOW,Open,,civilian,None,12,14,19,19,,,Bolan Medical Complex Quetta,29.55,85.19,2013,,
391,Saturday-June 15-2013,,Working Day,Working Day,,,Noon,Quetta,30.2095,67.0182,Baluchistan,Bolan Medical Complex,Hospital,HOSPITAL,Low,LOW,Closed,Security officials visiting victims of suicide attack on student bus of Sarda Bahdur Khan Women Univrsity ,Police,None,11,11,,,,,Bolan Medical Complex Quetta,29.55,85.19,2013,,
392,Tuesday-June 18-2013,,Working Day,Working Day,,,4pm,Mardan,34.1982,72.0444,KPK,Zaragaranoo Kallay-Ittehad Colony Mardan,Park/Ground,PARK/GROUND,Low,LOW,Open,Police officials argue that Imran Khan Mohmand-a provincial lawmaker seems to have been the target,civilian,None,27,34,52,60,,7-8kg, Tehsil Headquarters Takht Bhai-Mardan Medical Complex and Lady Reading Hospital in Peshawar,27.465,81.437,2013,4,PM
393,Friday-June 21-2013,,Working Day,Working Day,,,,Peshawar,34.0043,71.5448,KPK,Gulshan Colony,Religious,RELIGIOUS,High,HIGH,Closed,Sectarian strife,Civilian,Shiite,14,15,28,30,,6-7Kg,Lady Reading Hospital,35,95,2013,,
394,Sunday-June 30-2013,,Holiday,Holiday,Weekend,Weekend,Evening,Quetta,30.2095,67.0182,Baluchistan,Hazara Town,Religious,RELIGIOUS,High,HIGH,Open,Sectarian strife,Civilian,Shiite,28,30,65,70,,,Bolan Medical Complex Quetta-CMH-Civil Hospital,30.915,87.647,2013,,
395,Monday-July 8-2013,,Working Day,Working Day,,,,Hangu,33.5351,71.0713,KPK,Doaba Bazaar,Market,MARKET,High,HIGH,Open,Tribal elder Malik Habibullah Khan was the target,Civilian,,6,8,10,10,,,,30.72,87.296,2013,,
396,Thursday-July 25-2013,,Working Day,Working Day,,,Evening,Sukkur,27.6833,68.8667,Sindh,Sukkur Barrage Colony,Police,POLICE,Low,LOW,Open,Coordinated assault on ISI sukkur office building,Military,None,8,9,30,30,2,,,36.345,97.421,2013,,
397,Friday-July 26-2013,,Working Day,Working Day,,,Evening,Kuram Agency ,32.9746,70.1456,KPK,Parachinar Bazaar,Market,MARKET,High,HIGH,Open,,Civilian,Shiite,43,50,180,200,2,,Parachinar Headquarters Hospital,26.015,78.827,2013,,
398,Thursday-August 8-2013,,Holiday,Holiday,Eid Holidays,Public Holiday,,Quetta,30.2095,67.0182,Baluchistan,Police Headquarters Quetta,Police,POLICE,High,HIGH,Open,Gathering on Funeral prayers of SHO City Mohibullah who was shot dead earlier in the day,Police,None,30,38,50,60,1,8kg,Civil Hospital and CMH Quetta,31.06,87.908,2013,,
399,Sunday-September 22-2013,,Holiday,Holiday,,,,Peshawar,34.0043,71.5448,KPK, All Saints Church near Qissa Khawani bazaar in  Peshawar,Religious,RELIGIOUS,High,HIGH,Open,Two suicide attackers blew themselves up outside a church near Qissa Khawani bazaar,Civilian,None,78,81,100,145,2,,Lady Reading Hospital,29.84,85.712,2013,,
400,Wednesday-October 2-2013,,Working Day,Working Day,,,,Chaman,30.9222,66.4447,Baluchistan,southwestern border crossin between Afghanistan and Pakistan,Office Building,OFFICE BUILDING,High,HIGH,Open,,Government Official,None,6,8,10,16,1,,,24.42,75.956,2013,,
401,Thursday-October 3-2013,,Working Day,Working Day,,,,Hangu,33.5351,71.0713,KPK,Spin Tall region of Hangu,Residence,RESIDENCE,High,HIGH,Open,A Compound of an anti-Taliban militia commander Mullah Nabi Hanafi was targetted by militants,Anti-Militants,None,15,17,22,22,1,,,25.96,78.728,2013,,
402,Friday-October 11-2013,,Working Day,Working Day,,,,South waziristan,32.3202,69.8597,FATA,Wana-main town of South waziristan,Military,MILITARY,High,HIGH,Open,Military Convoy,Military,None,2,2,2,2,,,,19.61,67.298,2013,,
403,Wednesday-October 16-2013,,Holiday,Holiday,Eid Holidays,Public Holiday,Evening,D. I Khan,31.8238,70.9095,KPK,Tehsil Kulachi-50km away from D.I Khan,Residence,RESIDENCE,High,HIGH,Open,KP Law Minister Israrullah Gandapur was targeted and killed in the attack,Civilian,None,8,9,30,30,,,,28.61,83.498,2013,,
404,Saturday-November 16-2013,,Holiday,Holiday,Weekend,Weekend,,Bannu,32.935,70.6688,KPK,Near River Kurram bridge,Mobile,MOBILE,High,HIGH,Open,Targeted van of security forces ,Military,None,0,0,7,7,,,CMH Bannu,13.09,55.562,2013,,
405,Tuesday-November 19-2013,,Working Day,Working Day,,,,North waziristan,32.9746,70.1456,FATA,Mir Ali town of Miramshah,Park/Ground,PARK/GROUND,High,HIGH,Open,It is said that Bannu TTP Militant commander Saifuddin was the target,Anti-Militants,None,7,7,1,1,,,,12.545,54.581,2013,,
406,Friday-November 22-2013,,Working Day,Working Day,,,10:55:00 AM,Khyber Agency,34.0211,71.2874,KPK,Torkhan customs office in Landikotal,Office Building,OFFICE BUILDING,Medium,MEDIUM,Closed,,Government Official,None,0,0,26,26,,5kg,Hayatabad Medical Complex-Peshawar,15.985,60.773,2013,10,AM
407,Tuesday-December 17-2013,,Working Day,Working Day,,,Evening,Rawalpindi,33.6058,73.0437,Punjab,Gracy line area near Airport,Religious,RELIGIOUS,Medium,MEDIUM,Open,Sectarian strife,Civilian,Shiite,3,3,14,,,,Benazir Bhutto Hospital and District Headquarters Hospital,14.39,57.902,2013,,
408,Wednesday-December 18-2013,,Working Day,Working Day,,,Evening,North waziristan,32.9746,70.1456,FATA,Kharoji checkpoint-about three kilometres east of Miranshah,Military,MILITARY,High,HIGH,Open,Targeted security checkpoint as a revenge for killing Hakimullah Mahsud,Military,None,5,5,25,34,,,,8.19,46.742,2013,,
409,Friday-December 20-2013,,Working Day,Working Day,,,,Karachi,24.9918,66.9911,Sindh,Pakhtoon Chowk close to Old Sabzi Mandi-Karachi,Market,MARKET,Medium,MEDIUM,Open,Inspector Shafiq Tanoli was targeted,Police,None,2,2,20,21,,,Jinnah Hospital,18.735,65.723,2013,,
410,Wednesday-January 1-2014,,Working Day,Working Day,,,,Quetta,30.2095,67.0182,Baluchistan,Qambrani Road in Akhtarabad-on the outskirts of Quetta,Transport,TRANSPORT,High,HIGH,Open,Sectarian strife,Civilian,Shiite,2,3,30,31,,,Bolan Medical Complex,1.605,34.889,2014,,
411,Monday-January 6-2014,,Working Day,Working Day,,,,Hangu,33.5351,71.0713,KPK,Shia-dominated Ibrahimzai area of Hangu district,Educational,EDUCATIONAL,High,HIGH,Open,Sectarian strife,Civilian,Shiite,2,2,2,2,,,,9.235,48.623,2014,,
412,Thursday-January 9-2014,,Working Day,Working Day,,,,Karachi,24.9918,66.9911,Sindh,Near Essa Nagri at the Lyari Expressway,Mobile,MOBILE,Low,LOW,Open,Superintendent of Police (SP) Crime Investigation Department (CID) Chaudhry Aslam was the TTP target,Police,None,3,3,7,11,,20-25kg,Agha Khan University Hospital,15.395,59.711,2014,,
413,Monday-January 20-2014,,Working Day,Working Day,,,7:45:00 AM,Rawalpindi,33.6058,73.0437,Punjab,R.A Bazaar,Market,MARKET,High,HIGH,Open,TTP claimed this attack as ‘payback’ for a deadly military raid on the Lal Masjid (Red Mosque) in Rawalpindi in 2007.,Military,None,13,13,15,15,,,,11.455,52.619,2014,7,AM
414,Thursday-January 23-2014,,,0,,,,Peshawar,34.0043,71.5448,KPK,Kohat road,,,,,,,,,,6,,8,,,,11.11,51.998,2014,,
415,Wednesday-January 29-2014,,Working Day,Working Day,,,,Karachi,24.9918,66.9911,Sindh,North Nazimabad Rangers headquarters,Military,MILITARY,High,HIGH,Open,Rangers targeted by TTP,Military,None,3,3,0,1,,,Abbasi Shaheed Hospital,19.865,67.757,2014,,
416,Tuesday-February 4-2014,,Working Day,Working Day,,,,Peshawar,34.0043,71.5448,KPK,Kocha Risaldar area of Peshawar,Hotel,HOTEL,Medium,MEDIUM,Closed,Sectarian strife,Civilian,None,9,9,25,50,,5Kg,Lady Reading Hospital ,10.82,51.476,2014,,
417,Friday-February 7-2014,,Working Day,Working Day,,,,Khanewal,30.2999,71.9308,Punjab,,Mobile,MOBILE,Low,LOW,Open,Search operation of Security forces,Police,None,0,0,5,5,,,,13.335,56.003,2014,,
418,Monday-February 10-2014,,Working Day,Working Day,,,,Peshawar,34.0043,71.5448,KPK,Essa Khel Garhi area of Peshawar,Residence,RESIDENCE,Low,LOW,Open,Search operation of Security forces,Civilian,None,4,4,3,3,,6kg,Lady Reading Hospital,12.535,54.563,2014,,
419,Thursday-February 13-2014,,Working Day,Working Day,,,,Karachi,24.9918,66.9911,Sindh,Razzaqabad police training college in Karachi's Shah Latif Town,Police,POLICE,High,HIGH,Open,TTP revenge,Police,None,11,13,36,47,,25-30kg,Jinnah Hospital,20.305,68.549,2014,,
420,Monday-February 24-2014,,Working Day,Working Day,,,,Peshawar,34.0043,71.5448,KPK,Iranian consulate in University Town,Mobile,MOBILE,High,HIGH,Open,Sectarian strife,Military,None,2,3,8,10,,60kg,Lady Reading Hospital,16.13,61.034,2014,,
421,Monday-March 3-2014,,Working Day,Working Day,,,,Islamabad,33.718,73.0718,Capital,District court in Islamabad sector F-8,Office Building,OFFICE BUILDING,Medium,MEDIUM,Open,Judge with Laal masjid case,Government Official,None,11,11,24,29,,,Pakistan Institute of Medical Sciences,10.81,51.458,2014,,
422,Friday-March 14-2014,,Working Day,Working Day,,,,Peshawar,34.0043,71.5448,KPK,Sarband Area on the outskirts of city,Police,POLICE,High,HIGH,Open,Police patrol,Police,None,8,11,32,45,,14kg,Lady Reading Hospital,17.68,63.824,2014,,
423,Thursday-April 24-2014,,Working Day,Working Day,,,,Karachi,24.9918,66.9911,Sindh,Near old vegetable market,Market,MARKET,High,HIGH,Open,Police Inspector Ishfaq Tanoli was the target of the blast,Police,None,2,4,2,15,,,,30.56,87.008,2014,,
424,Sunday-May 11-2014,,Holiday,Holiday,,,12:40:00 PM,Peshawar,34.0043,71.5448,KPK,Inside a mosque in Shahi Bagh area near Tirah IDPs registration center,Religious,RELIGIOUS,High,HIGH,Closed,IDPs of Tirah Valley,Civilian,None,4,5,9,11,,10kg,Lady Reading Hospital ,25.31,77.558,2014,12,PM
425,Wednesday-June 4-2014,,Working Day,Working Day,,,9:20:00 AM,Fateh Jang,33.5689,72.6378,Punjab,At a railway crossing at the junction of Fateh Jang and Rawalpindi,Mobile,MOBILE,Low,LOW,Open,Security forces vehicle,Military,None,5,5,5,5,,2kg,DHQ Fateh Jang,31.055,87.899,2014,9,AM
426,Sunday-June 8-2014,,Holiday,Holiday,,,,Taftan,28.28,62.35,Baluchistan,Hotel in Taftan near the Pakistan-Iran border,Hotel,HOTEL,High,HIGH,Closed,Shia pilgrims,Civilian,Shiite,23,30,7,16,,,CMH Quetta,27.51,81.518,2014,,
427,Monday-June 9-2014,,Working Day,Working Day,,,,Karachi,24.9918,66.9911,Sindh,Jinnah Airport-Airport Road Karachi,,,,,,,,,,28,,24,,,,32.695,90.851,2014,,
428,Thursday-June 19-2014,,Working Day,Working Day,,,,Peshawar,34.0043,71.5448,KPK,Residence of an anti-Taliban peace militia in Matan Adezai area of Peshawar ,Residence,RESIDENCE,Medium,MEDIUM,Closed,Farman Ullah-the leader of anti-militants lashkar,Civilian,None,1,2,5,5,,,Lady Reading Hospital ,32.965,91.337,2014,,
429,Tuesday-June 24-2014,,Working Day,Working Day,,,,North waziristan,32.9746,70.1456,FATA,Near a military checkpost in Spinwam village in Shawal valley,Hospital,HOSPITAL,High,HIGH,Open,Operation Zarb-e-Azab,Military,None,3,3,1,1,,,,28.265,82.877,2014,,
430,Wednesday-September 24-2014,,Working Day,Working Day,,,,Peshawar,34.0043,71.5448,KPK,,Mobile,MOBILE,Medium,MEDIUM,open,the target of the bombing appeared to be Brigadier Khalid Javed-the second most senior officer in the Frontier Corps force,Military,None,4,5,18,29,,45KG,Lady Reading Hospital-Combined Military Hospital,29.84,85.712,2014,,
431,Saturday-October 04-2014,,Working Day,Working Day,,,Night,Quetta,30.2095,67.0182,Baluchistan,Near a girls high school in Hazara Town,Educational,EDUCATIONAL,High,HIGH,Open,Hazara ethnic shitte group,Civilian,Shiite,5,5,12,12,,,Bolan Medical Complex Hospital-Combined Military Hospital (CMH),26.59,79.862,2014,,
432,Wednesday-October 15-2014,,,0,,,,Tirah Valley,33.8679,70.51364,FATA,Pir Mela Area of Tirah Valley in Khyber Agency,,,,,,,,,,7,,5,,,,17.21,62.978,2014,,
433,Thursday-October 23-2014,,Working Day,Working Day,,,,Quetta,30.2095,67.0182,Baluchistan,,Park/Ground,PARK/GROUND,Medium,MEDIUM,open,Jamiat Ulema-e-Islam-Fazl (JUI-F) chief Fazlur Rehman had a narrow escape as a suicide bomber detonated explosives near his vehicle outside a political rally in Quetta ,Civilian,None,2,3,15,20,,,,21.405,70.529,2014,,
434,Sunday-November 02-2014,,Holiday,Holiday,Weekend,Weekend,,Wagah,31.6047,74.5729,Punjab,Pak-India Border Crossing on Grand Trunk Road,Military,MILITARY,High,HIGH,open,,Civilian,None,45,55,70,120,,15KG,General Hospital Lahore-,22.18,71.924,2014,,
435,Tuesday-December 16-2014,,,0,,,,Peshawar,34.0043,71.5448,KPK,Army Public School,,,,,,,,,,148,,132,,,,9.86,49.748,2014,,
